pusula,ga_kodu,secim,zaman
0f8fc47e-c64b-4284-b546-6adc933773c9,GA-CALL,D,2026-08-13T02:50:28.356Z
0f8fc47e-c64b-4284-b546-6adc933773c9,GA-CIHAZ,A,2026-08-13T02:50:28.356Z
0f8fc47e-c64b-4284-b546-6adc933773c9,GA-EMCOMM,D,2026-08-13T02:50:28.356Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-1,D,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-3,A,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-RX,D,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-RX/Kanal,E,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-NODE,E,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-CROSS,D,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-POC,C,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-DIG,A,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-ENFORC,D,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-BAND-1,D,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-BAND-2,C,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-ARAC,A,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-POTA,C,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-LORA,D,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-6,C,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-6,D,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-SK,D,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-CALL,A,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-CIHAZ,D,2026-08-13T07:12:43.766Z
61d239ea-08e2-48ca-a9f8-efdbad884e4e,GA-EMCOMM,D,2026-08-13T07:12:43.766Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-1,D,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-3,A,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-RX,D,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-RX/Kanal,E,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-NODE,E,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-CROSS,D,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-POC,C,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-DIG,A,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-ENFORC,D,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-BAND-1,D,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-BAND-2,C,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-ARAC,A,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-POTA,C,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-LORA,D,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-6,C,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-6,D,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-SK,D,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-CALL,A,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-CIHAZ,D,2026-08-13T07:13:43.222Z
bf9c4cd6-1234-434e-9d8a-fb7717494c0f,GA-EMCOMM,D,2026-08-13T07:13:43.222Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-1,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-3,A,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-RX,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-RX/Kanal,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-NODE,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-CROSS,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-POC,C,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-DIG,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-ENFORC,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-BAND-1,C,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-BAND-2,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-BAND-3,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-ARAC,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-POTA,C,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-AREDN,C,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-LORA,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-4,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-6,C,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-SK,A,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-CALL,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-CIHAZ,D,2026-08-13T09:49:28.939Z
8231f49b-f11c-4fc1-a334-dc113ea4f5bd,GA-EMCOMM,C,2026-08-13T09:49:28.939Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-1,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-3,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-RX,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-RX/Kanal,E,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-NODE,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-CROSS,A,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-POC,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-DIG,A,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-ENFORC,B,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-BAND-1,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-BAND-2,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-BAND-3,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-ARAC,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-AREDN,A,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-LORA,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-4,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-6,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-SK,A,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-CALL,A,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-CIHAZ,D,2026-08-13T17:57:54.172Z
8680bff3-b20c-412c-aff7-8add23dcd4a0,GA-EMCOMM,A,2026-08-13T17:57:54.172Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-1,C,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-1,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-3,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-RX,C,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-RX,B,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-RX/Kanal,B,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-RX/Kanal,C,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-NODE,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-CROSS,C,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-POC,C,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-DIG,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-ENFORC,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-BAND-1,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-BAND-1,C,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-BAND-2,C,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-BAND-2,B,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-BAND-3,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-ARAC,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-ARAC,C,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-POTA,C,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-POTA,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-AREDN,A,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-AREDN,C,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-LORA,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-4,B,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-4,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-6,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-SK,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-CALL,A,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-CALL,C,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-CIHAZ,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-EMCOMM,D,2026-08-15T07:04:20.421Z
e96befcf-02c9-4933-916d-8f8e63215b79,GA-EMCOMM,C,2026-08-15T07:04:20.421Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-1,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-3,A,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-RX,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-RX/Kanal,A,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-NODE,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-CROSS,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-POC,C,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-DIG,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-ENFORC,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-BAND-1,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-BAND-2,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-BAND-3,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-ARAC,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-POTA,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-AREDN,C,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-LORA,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-4,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-6,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-SK,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-CALL,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-CIHAZ,D,2026-08-16T10:52:00.429Z
0b7a0a86-6021-4c66-874b-5f2c03c88e06,GA-EMCOMM,D,2026-08-16T10:52:00.429Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-1,C,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-1,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-3,A,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-RX,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-RX/Kanal,A,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-RX/Kanal,B,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-RX/Kanal,C,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-NODE,B,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-NODE,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-CROSS,B,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-CROSS,A,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-CROSS,C,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-CROSS,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-POC,B,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-POC,C,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-POC,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-DIG,A,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-DIG,B,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-DIG,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-ENFORC,A,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-ENFORC,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-BAND-1,B,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-BAND-1,C,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-BAND-2,B,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-BAND-2,C,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-BAND-2,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-BAND-3,A,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-ARAC,A,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-POTA,B,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-POTA,C,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-AREDN,A,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-LORA,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-4,C,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-4,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-6,B,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-6,C,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-6,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-SK,A,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-CALL,B,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-CALL,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-CIHAZ,B,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-CIHAZ,C,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-CIHAZ,D,2026-08-16T22:17:13.255Z
d2b7d9a0-76f2-47b2-a769-a93fe04672cc,GA-EMCOMM,A,2026-08-16T22:17:13.255Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-EMCOMM,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-CIHAZ,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-CALL,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-SK,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-6,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-4,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-LORA,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-AREDN,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-BAND-3,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-BAND-2,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-BAND-1,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-ENFORC,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-POTA,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-ARAC,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-DIG,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-POC,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-CROSS,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-NODE,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-RX/Kanal,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-RX,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-3,E,2026-08-18T20:20:12.490Z
adf0f851-feca-49c8-beaa-d873c002af72,GA-1,E,2026-08-18T20:20:12.490Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-1,A,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-3,A,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-RX,D,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-RX/Kanal,A,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-NODE,D,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-CROSS,D,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-POC,C,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-DIG,E,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-ENFORC,D,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-BAND-1,E,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-BAND-2,D,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-BAND-3,E,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-ARAC,E,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-POTA,E,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-AREDN,E,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-LORA,E,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-4,E,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-6,D,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-SK,A,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-CALL,E,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-CIHAZ,D,2026-08-29T08:42:09.186Z
7fc77208-1d14-4416-bb7a-0c5b9b294b43,GA-EMCOMM,E,2026-08-29T08:42:09.186Z
4d52a93d-86ad-46a5-ba3b-3c832e9acd21,GA-1,D,2026-09-04T19:01:56.488Z
4d52a93d-86ad-46a5-ba3b-3c832e9acd21,GA-3,C,2026-09-04T19:01:56.488Z
4d52a93d-86ad-46a5-ba3b-3c832e9acd21,GA-RX,D,2026-09-04T19:01:56.488Z
4d52a93d-86ad-46a5-ba3b-3c832e9acd21,GA-RX/Kanal,D,2026-09-04T19:01:56.488Z
4d52a93d-86ad-46a5-ba3b-3c832e9acd21,GA-CROSS,C,2026-09-04T19:01:56.488Z
4d52a93d-86ad-46a5-ba3b-3c832e9acd21,GA-POC,C,2026-09-04T19:01:56.488Z
4d52a93d-86ad-46a5-ba3b-3c832e9acd21,GA-BAND-1,C,2026-09-04T19:01:56.488Z
4d52a93d-86ad-46a5-ba3b-3c832e9acd21,GA-ARAC,A,2026-09-04T19:01:56.488Z
4d52a93d-86ad-46a5-ba3b-3c832e9acd21,GA-6,B,2026-09-04T19:01:56.488Z
4d52a93d-86ad-46a5-ba3b-3c832e9acd21,GA-CALL,A,2026-09-04T19:01:56.488Z
4d52a93d-86ad-46a5-ba3b-3c832e9acd21,GA-EMCOMM,D,2026-09-04T19:01:56.488Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-1,D,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-3,A,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-RX,D,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-RX,E,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-RX/Kanal,A,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-NODE,D,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-CROSS,D,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-CROSS,E,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-POC,C,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-DIG,D,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-ENFORC,D,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-BAND-1,C,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-BAND-2,D,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-BAND-3,A,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-BAND-3,D,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-ARAC,D,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-ARAC,E,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-POTA,D,2026-09-05T21:34:51.151Z
017e6ea2-427d-437c-9926-0c7b63ede35d,GA-POTA,E,2026-09-05T21:34:51.151Z
